name,latitude,longitude
GIRYE MINI BEACH,16.5137301,73.3232045
Beach Near Vijaydurg,16.5414124,73.3135566
KUNKESHWAR BEACH,16.3256492,73.3950274
Murud Beach,18.3267923,72.9557942
Auroville Beach,11.9855056,79.8490258
Unnamed Beach,18.0699464,72.9999526
Unnamed Beach,18.2219733,72.9478978
Unnamed Beach,14.7420485,74.1861248
Unnamed Beach,14.734425,74.2033674
Unnamed Beach,14.7368707,74.2071694
Dhareshwar beach,14.3843806,74.4021446
Kashid Beach,18.4443919,72.9015336
Unnamed Beach,18.4122748,72.9075829
Unnamed Beach,18.4148947,72.9075715
Unnamed Beach,18.4206062,72.9076653
Kanam Beach,11.8476655,75.3933126
Mapilla Beach,11.855872,75.3726415
Muzhappilangad Beach,11.794446,75.4409548
Unnamed Beach,14.0609866,74.4932558
Unnamed Beach,17.2546084,78.3874689
Dharmadam Beach,11.7744189,75.455033
Unnamed Beach,11.857028,75.3835306
Payyambalam Beach,11.8725935,75.3501609
Adikadalayi Beach,11.8449172,75.3956098
Panambur Beach,12.9387733,74.8038416
Chithrapura Beach,12.9505364,74.8012519
"Silver Beach, Devanampattanam",11.7354331,79.7861515
Cola Beach,15.0592023,73.96995
Talpona Beach,14.9780679,74.041441
Chota Cola Beach,15.0652397,73.9668424
Baina beach,15.3877047,73.8057232
Unnamed Beach,15.0548026,73.9718691
Galgibaga Beach,14.9657705,74.0462448
Guhagar Beach,17.4913788,73.1846965
Vadarevu beach,15.7942603,80.4129789
Unnamed Beach,17.3804874,73.2079178
Unnamed Beach,17.3700767,73.2163859
Marbela Beach,15.6370277,73.7208742
Unnamed Beach,15.025844,73.9876427
Belekan Beach,14.5206967,74.3461005
Paramankeni,12.3580373,80.0753014
Chandrabhaga Beach,19.8653376,86.112197
Unnamed Beach,19.1615566,72.7832772
Unnamed Beach,17.2554498,73.2257759
Unnamed Beach,14.7599728,74.1115631
Delta Beach,13.4459557,74.6939149
Ariyaman Beach,9.2935165,79.0888507
Unnamed Beach,11.1286961,72.7212371
Bambolim Beach,15.4498561,73.8511951
Siridao Beach,15.4383472,73.8604651
Unnamed Beach,17.4342686,82.9048253
Unnamed Beach,17.4159307,82.8675114
Unnamed Beach,17.4116022,82.8561186
Unnamed Beach,15.3733383,73.8207742
Hansa Beach,15.3761096,73.8133165
Canaguinim Beach,15.1274491,73.940386
Little Canaguinim Beach,15.1192793,73.940603
Cabo de Rama Beach,15.1041955,73.9250709
Kakolem Beach,15.0730046,73.9545065
parappalli beach,11.4501373,75.6769013
Sunset Point,20.7038549,70.9760007
Jallandhar Beach,20.7100881,70.9873693
Caranzalem Beach,15.4632402,73.8011928
Paradise Beach,11.8698393,79.8197494
Govind Nagar Beach,12.0295726,93.0017635
Unnamed Beach,18.6380399,72.8770365
Unnamed Beach,18.6472515,72.8672464
Unnamed Beach,23.4170104,88.3939189
Unnamed Beach,23.4134409,88.3806637
Unnamed Beach,23.4125778,88.3805534
Gosvami Ghat,23.4207718,88.3853931
Prabhupad Ghat,23.4220645,88.3858364
Unnamed Beach,17.3881377,73.1912673
Unnamed Beach,17.3875598,73.1990222
Unnamed Beach,17.4073256,73.1768283
Unnamed Beach,8.2186167,77.185309
Unnamed Beach,8.2567215,77.1465168
Thengapattnam Beach,8.2227132,77.1821532
Ashok Beach,8.3968903,76.972806
Kasarkod Eco Beach,14.2615132,74.4321062
Thirumullavaram Beach,8.8947548,76.553433
Azheekal Beach,9.1318478,76.4640572
കോഴിക്കോട് കടൽത്തീരം,11.2555003,75.7692179
Beach #5,12.0230668,93.006637
Konad Beach,11.2762371,75.7627174
Unnamed Beach,11.0116778,79.8550567
Tharangambadi - Danish Fort Beach,11.0219974,79.8552866
Unnamed Beach,10.2749676,79.8242349
Neravy Beach,10.9013398,79.8529392
Unnamed Beach,18.0675801,72.9971395
Chowpati,21.630509,69.6091805
Thottada Beach,11.8359738,75.4054585
Madban Beach,16.5784071,73.3424534
New Digha,21.6179549,87.508099
Unnamed Beach,30.1256765,78.3235164
Arakkal Beach,11.6424928,75.560564
Unnamed Beach,30.1205723,78.3897679
Unnamed Beach,30.1209489,78.3836453
Unnamed Beach,30.1196289,78.3799811
Unnamed Beach,30.1312131,78.3313007
Unnamed Beach,30.1333056,78.3320184
Old Digha,21.6221678,87.5240589
Old Digha,21.6223835,87.5250138
Digha Mohona,21.627463,87.5403781
Unnamed Beach,21.6436732,87.6075983
Tannirbhavi Beach,12.8965348,74.8127606
Unnamed Beach,13.2003033,80.3210277
Ponnani Beach,10.7819762,75.9132736
Honey Beach Honnebail,14.616419,74.279117
Unnamed Beach,14.6486283,74.282514
Unnamed Beach,10.8302133,72.1807244
Unnamed Beach,10.8355895,72.1831864
Unnamed Beach,10.8483888,72.1884578
Unnamed Beach,10.8610771,72.1917389
Lagoon Beach,10.8780867,72.2020696
sport's beach,10.8332164,72.1804907
Unnamed Beach,10.8741339,72.1979065
Nadukuppam Beach,11.9688358,79.8438782
Unnamed Beach,11.963595,79.842333
Unnamed Beach,11.9745282,79.8450956
Unnamed Beach,11.9992654,79.8548001
Unnamed Beach,14.5216937,74.3508781
Uppada Beach,17.082144,82.3417991
Unnamed Beach,18.1190045,72.9770587
Unnamed Beach,18.1106695,72.9799475
Unnamed Beach,18.1328331,72.9730991
Unnamed Beach,18.2685504,84.049704
Unnamed Beach,18.2291748,83.9770909
Unnamed Beach,18.1674734,83.8392394
Unnamed Beach,18.1951255,83.9032946
Unnamed Beach,18.1222848,83.7443804
Unnamed Beach,15.8282818,80.4856184
Unnamed Beach,18.3875318,72.9244513
Unnamed Beach,17.4947404,83.0060389
Unnamed Beach,17.4816867,82.9984857
Unnamed Beach,15.3435981,80.112205
Kotha patnam beach,15.4181687,80.1622165
Shankhumugham Beach,8.482591,76.908473
Candolim Beach,15.5178808,73.7628995
Unnamed Beach,17.740448,83.3465495
Colva Beach,15.2853619,73.9101723
Benaulim Beach,15.2532505,73.9200151
Cavelossim Beach,15.171046,73.9422615
Varca Beach,15.218242,73.9297659
Tarkarli beach,16.0036926,73.489606
Polem beach,14.9079723,74.0816112
Ramanagindi beach,14.3630884,74.4053484
Heaven Beach,14.5114872,74.3587289
Sunset Beach,8.0793987,77.5311664
Sunrise Beach,8.0783633,77.5513996
Hussain Bele,14.5080447,74.35523
Alvekodi Beach,14.4080354,74.3959848
Vannalli beach,14.4268069,74.3841174
Kagala Beach,14.4904673,74.3636468
Gudeangadi Beach,14.4683155,74.372777
Mangodlu beach,14.4327086,74.3833369
Unnamed Beach,14.4961356,74.3624405
Unnamed Beach,12.0131064,79.8605157
Belambar beach,14.6379234,74.2843955
Unnamed Beach,14.5185,74.3361977
Unnamed Beach,30.1137625,78.4312467
Unnamed Beach,30.1090668,78.43676
Unnamed Beach,30.1339032,78.413719
Unnamed Beach,30.1370673,78.406402
Unnamed Beach,30.1323226,78.3917399
Unnamed Beach,30.1297816,78.3916808
Unnamed Beach,30.1213122,78.4205001
Unnamed Beach,30.126789,78.4196472
Unnamed Beach,30.1364652,78.3985388
Ranpar Beach,16.8946807,73.298036
Aare Ware Beach,17.0575374,73.2845941
Unnamed Beach,17.8680702,73.0799094
Unnamed Beach,17.8513284,73.0873324
Secret Beach,14.5057051,74.3545166
Dias Beach,15.4533855,73.8013148
Paradise Beach,15.7562691,73.6634361
Unnamed Beach,14.7110401,74.2413871
Butterfly Beach,15.0194652,74.0016404
Honeymoon Beach,15.0214976,73.9966495
palappetty beach,10.7052703,75.9484671
Cave Beach,14.5141455,74.3586566
Mandarmani,21.6757145,87.7330573
Unnamed Beach,8.0811431,77.5517291
Unnamed Beach,15.9396595,73.5181046
Unnamed Beach,15.9403107,73.5179939
Unnamed Beach,15.9683032,73.5022459
Unnamed Beach,15.9828874,73.4955815
Koyilandi Beach,11.4498959,75.6803028
Apsara Konda Beach,14.2318263,74.4418882
Unnamed Beach,14.215457,74.449354
Kumta Beach,14.4186425,74.3898459
Unnamed Beach,28.1814671,94.1499884
Unnamed Beach,28.1767857,94.1546019
Unnamed Beach,28.8776551,96.3723399
Unnamed Beach,13.3807623,74.6721489
Unnamed Beach,13.3803775,74.6737409
Unnamed Beach,13.3792111,74.6723418
Mahé Beach,11.6990798,75.532465
Hosabettu Beach,12.9733708,74.7966653
Unnamed Beach,13.9820785,74.5200961
New Thannirbhavi Beach,12.8853705,74.8151444
Punnapra Beach,9.4463384,76.3293526
Unnamed Beach,7.946713,93.315555
Unnamed Beach,7.9279363,93.3250071
Unnamed Beach,7.9829796,93.3211575
Unnamed Beach,8.008224,93.3351083
Unnamed Beach,8.010813,93.3418702
Unnamed Beach,27.9116594,97.1077634
Azhimala Beach,8.3513619,77.0198826
Unnamed Beach,8.7608713,76.6867185
Unnamed Beach,8.7592096,76.6877937
Unnamed Beach,8.7549421,76.6903156
Unnamed Beach,27.5171862,92.0331567
Unnamed Beach,9.3065963,79.0579504
Unnamed Beach,10.7040414,79.8529317
Sasihitlu Beach,13.0688375,74.7771415
Palapetty Beach,10.3617453,76.1050363
Snehatheram,10.4322969,76.0770147
Unnamed Beach,12.1454845,92.9574358
Unnamed Beach,12.0416667,92.9803026
Unnamed Beach,12.0422313,92.9814872
Unnamed Beach,12.0422928,92.9820309
Beach #2,12.0378913,92.9902634
Merk Bay,12.2910434,92.9339639
Lalaji Beach,12.4045323,92.9454598
Unnamed Beach,26.4253219,87.6717244
Unnamed Beach,11.3062243,92.7046564
Kadle beach,14.4430181,74.3815009
Holanagadde beach,14.4526856,74.3784874
Unnamed Beach,14.3449559,74.4088045
Thoothukudi Harbour Beach,8.7445554,78.1715215
Unnamed Beach,15.7522962,73.662689
Karaikal Beach,10.9169156,79.8531027
Unnamed Beach,19.7748295,72.6875921
